Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
42,81,Bronze Cup,"Alain Valente, Reema Juffali, Ralf Aron",Theeba Motorsport,Mercedes-AMG GT3,1:50.749,12,23.771
43,35,Bronze Cup,"James Kell, Anders Buchardt, Thomas Neubauer",Walkenhorst Motorsport,BMW M4 GT3,1:51.125,12,25.625
44,66,Bronze Cup,"Andrey Mukovoz, Kikko Galbiati, Dylan Pereira",Tresor Attempto Racing,Audi R8 LMS evo II GT3,1:51.493,12,27.140
45,78,Pro-AM Cup,"Adam Balon, Rob Collard, Dennis Lind",Barwell Motorsport,Lamborghini Huracan GT3 EVO 2,1:51.637,12,27.660
46,8,Bronze Cup,"Leonardo Gorini, Antonin Borga, Nicolas Jamin",AGS Events,Lamborghini Huracan GT3 EVO 2,1:52.148,12,28.799
47,62,Bronze Cup,"Derek Pierce, Kiern Jewiss, Jaxon Evans",Team Parker Racing,Porsche 911 GT3 R (992),1:51.907,12,29.496
48,2,Pro-AM Cup,"Aron Walker, Lance Bergstein, Andrzej Lewandowski",GetSpeed,Mercedes-AMG GT3,1:51.755,12,29.758
49,888,Bronze Cup,"Arthur Rougier, Erwin Creed, Igor Walilko",CSA Racing,Audi R8 LMS evo II GT3,1:51.571,12,57.558
50,99,Silver Cup,"Lorenzo Patrese, Pietro Delli Guanti, Alex Aka",Tresor Attempto Racing,Audi R8 LMS evo II GT3,1:49.864,8,-10:28.173
51,19,Gold Cup,"Leonardo Pulcini, Michele Beretta, Rolf Ineichen",Iron Lynx,Lamborghini Huracan GT3 EVO 2,1:50.100,7,-13:11.816
52,85,Silver Cup,"Kay van Berlo, Benjamin Hites, Clemens Schmid",GRT Grasser Racing Team,Lamborghini Huracan GT3 EVO 2,1:50.115,7,-13:11.407
NC,38,Pro-AM Cup,"Isaac Tutumlu Lopez, Samantha Tan, Jon Miller",ST Racing with Rinaldi,Ferrari 488 GT3,,,
NC,3,Bronze Cup,"Florian Scholze, Patrick Assenheimer, Alex Peroni",GetSpeed,Mercedes-AMG GT3,,,
